790	0	0	0
784	0	0	0
676	0	0	0
570	0	0	0
809	0	0	0
911	0	0	0
667	0	0	0
704	0	0	0
597	0	0	0
667	0	0	0
641	0	0	0
568	0	0	0
580	0	0	0
642	0	0	0
748	0	0	0
655	0	0	0
755	0	0	1
722	0	0	1
676	0	0	1
720	0	0	1
744	0	0	1
710	0	0	1
665	0	0	1
754	0	0	1
641	0	0	1
739	0	0	1
609	0	0	1
695	0	0	1
642	0	0	1
648	0	0	1
674	0	0	1
619	0	0	1
860	0	1	0
871	0	1	0
811	0	1	0
714	0	1	0
716	0	1	0
671	0	1	0
631	0	1	0
722	0	1	0
672	0	1	0
695	0	1	0
540	0	1	0
731	0	1	0
655	0	1	0
618	0	1	0
634	0	1	0
528	0	1	0
1166	0	1	1
979	0	1	1
851	0	1	1
841	0	1	1
708	0	1	1
855	0	1	1
724	0	1	1
654	0	1	1
665	0	1	1
623	0	1	1
664	0	1	1
697	0	1	1
571	0	1	1
685	0	1	1
668	0	1	1
545	0	1	1
900	1	0	0
901	1	0	0
927	1	0	0
865	1	0	0
772	1	0	0
989	1	0	0
807	1	0	0
635	1	0	0
707	1	0	0
852	1	0	0
891	1	0	0
846	1	0	0
871	1	0	0
1237	1	0	0
858	1	0	0
1012	1	0	1
1081	1	0	1
948	1	0	1
1053	1	0	1
1015	1	0	1
1331	1	0	1
1244	1	0	1
1155	1	0	1
952	1	0	1
1205	1	0	1
898	1	0	1
786	1	0	1
738	1	1	0
752	1	1	0
698	1	1	0
587	1	1	0
711	1	1	0
961	1	1	0
735	1	1	0
705	1	1	0
552	1	1	0
636	1	1	0
676	1	1	0
570	1	1	0
772	1	1	0
637	1	1	0
665	1	1	0
556	1	1	0
813	1	1	1
851	1	1	1
772	1	1	1
741	1	1	1
799	1	1	1
619	1	1	1
737	1	1	1
783	1	1	1
739	1	1	1
666	1	1	1
703	1	1	1
592	1	1	1
623	1	1	1
738	1	1	1
742	1	1	1
