1443	0	0	0
1081	0	0	0
774	0	0	0
720	0	0	0
1097	0	0	0
927	0	0	0
543	0	0	0
962	0	0	0
875	0	0	0
1593	0	0	0
935	0	0	0
554	0	0	0
764	0	0	0
1035	0	0	0
618	0	0	0
601	0	0	0
1409	0	0	1
762	0	0	1
1017	0	0	1
1310	0	0	1
1204	0	0	1
847	0	0	1
610	0	0	1
681	0	0	1
786	0	0	1
573	0	0	1
1021	0	0	1
712	0	0	1
855	0	0	1
1242	0	0	1
506	0	0	1
562	0	0	1
837	0	1	0
1181	0	1	0
683	0	1	0
1210	0	1	0
1284	0	1	0
1144	0	1	0
938	0	1	0
780	0	1	0
1002	0	1	0
778	0	1	0
1107	0	1	0
1210	0	1	0
1225	0	1	0
1068	0	1	0
824	0	1	0
786	0	1	0
2143	0	1	1
859	0	1	1
1166	0	1	1
1059	0	1	1
820	0	1	1
1079	0	1	1
1301	0	1	1
915	0	1	1
988	0	1	1
1022	0	1	1
988	0	1	1
1420	0	1	1
1454	0	1	1
1012	0	1	1
791	0	1	1
776	1	0	0
1065	1	0	0
1222	1	0	0
1247	1	0	0
1279	1	0	0
1842	1	0	0
1596	1	0	0
1003	1	0	0
760	1	0	0
943	1	0	0
1292	1	0	0
1016	1	0	0
1108	1	0	0
1371	1	0	0
1265	1	0	0
572	1	0	0
953	1	0	1
1063	1	0	1
1146	1	0	1
1162	1	0	1
1470	1	0	1
1327	1	0	1
922	1	0	1
1062	1	0	1
1297	1	0	1
815	1	0	1
1093	1	0	1
994	1	0	1
1019	1	0	1
928	1	0	1
1691	1	0	1
1038	1	0	1
966	1	1	0
844	1	1	0
901	1	1	0
968	1	1	0
616	1	1	0
535	1	1	0
572	1	1	0
662	1	1	0
1128	1	1	0
689	1	1	0
871	1	1	0
942	1	1	0
651	1	1	0
713	1	1	0
625	1	1	0
821	1	1	1
811	1	1	1
834	1	1	1
953	1	1	1
1057	1	1	1
650	1	1	1
1020	1	1	1
745	1	1	1
707	1	1	1
1348	1	1	1
567	1	1	1
563	1	1	1
961	1	1	1
839	1	1	1
632	1	1	1
1241	1	1	1
