498	0	0	0
408	0	0	0
539	0	0	0
426	0	0	0
467	0	0	0
474	0	0	0
432	0	0	0
441	0	0	0
530	0	0	0
391	0	0	0
459	0	0	0
351	0	0	0
329	0	0	0
364	0	0	0
323	0	0	0
366	0	0	0
755	0	0	1
459	0	0	1
576	0	0	1
434	0	0	1
418	0	0	1
506	0	0	1
604	0	0	1
476	0	0	1
467	0	0	1
489	0	0	1
384	0	0	1
621	0	0	1
444	0	0	1
455	0	0	1
383	0	0	1
386	0	0	1
590	0	1	0
570	0	1	0
404	0	1	0
466	0	1	0
436	0	1	0
413	0	1	0
485	0	1	0
625	0	1	0
522	0	1	0
543	0	1	0
542	0	1	0
608	0	1	0
463	0	1	0
440	0	1	0
515	0	1	0
576	0	1	0
745	0	1	1
585	0	1	1
672	0	1	1
589	0	1	1
705	0	1	1
529	0	1	1
607	0	1	1
748	0	1	1
482	0	1	1
661	0	1	1
492	0	1	1
580	0	1	1
559	0	1	1
631	0	1	1
530	0	1	1
551	0	1	1
409	1	0	0
415	1	0	0
439	1	0	0
442	1	0	0
525	1	0	0
403	1	0	0
411	1	0	0
484	1	0	0
445	1	0	0
379	1	0	0
408	1	0	0
408	1	0	0
480	1	0	0
464	1	0	0
431	1	0	0
383	1	0	0
513	1	0	1
548	1	0	1
491	1	0	1
475	1	0	1
465	1	0	1
424	1	0	1
458	1	0	1
630	1	0	1
577	1	0	1
435	1	0	1
544	1	0	1
391	1	0	1
456	1	0	1
429	1	0	1
463	1	0	1
372	1	0	1
487	1	1	0
487	1	1	0
575	1	1	0
385	1	1	0
406	1	1	0
440	1	1	0
491	1	1	0
469	1	1	0
428	1	1	0
415	1	1	0
442	1	1	0
398	1	1	0
451	1	1	0
409	1	1	0
473	1	1	0
407	1	1	0
407	1	1	1
476	1	1	1
522	1	1	1
451	1	1	1
376	1	1	1
443	1	1	1
518	1	1	1
442	1	1	1
483	1	1	1
437	1	1	1
488	1	1	1
473	1	1	1
463	1	1	1
404	1	1	1
548	1	1	1
351	1	1	1
