1297	0	0	0
527	0	0	0
396	0	0	0
794	0	0	0
519	0	0	0
609	0	0	0
634	0	0	0
465	0	0	0
656	0	0	0
507	0	0	0
655	0	0	0
584	0	0	0
491	0	0	0
507	0	0	0
628	0	0	0
577	0	0	0
743	0	0	1
572	0	0	1
630	0	0	1
618	0	0	1
664	0	0	1
620	0	0	1
587	0	0	1
663	0	0	1
546	0	0	1
739	0	0	1
596	0	0	1
569	0	0	1
519	0	0	1
426	0	0	1
612	0	0	1
595	0	0	1
1385	0	1	0
624	0	1	0
650	0	1	0
693	0	1	0
628	0	1	0
784	0	1	0
632	0	1	0
710	0	1	0
816	0	1	0
865	0	1	0
788	0	1	0
742	0	1	0
780	0	1	0
615	0	1	0
695	0	1	0
776	0	1	0
1208	0	1	1
1004	0	1	1
847	0	1	1
819	0	1	1
769	0	1	1
786	0	1	1
796	0	1	1
729	0	1	1
765	0	1	1
908	0	1	1
644	0	1	1
702	0	1	1
951	0	1	1
740	0	1	1
1126	0	1	1
865	0	1	1
1290	1	0	0
1086	1	0	0
1505	1	0	0
998	1	0	0
1339	1	0	0
1653	1	0	0
704	1	0	0
1442	1	0	0
622	1	0	0
631	1	0	0
695	1	0	0
593	1	0	0
705	1	0	0
674	1	0	0
1218	1	0	1
1081	1	0	1
1956	1	0	1
1306	1	0	1
824	1	0	1
847	1	0	1
873	1	0	1
813	1	0	1
1107	1	0	1
839	1	0	1
745	1	0	1
680	1	0	1
711	1	0	1
695	1	0	1
567	1	0	1
704	1	0	1
643	1	1	0
678	1	1	0
655	1	1	0
722	1	1	0
667	1	1	0
702	1	1	0
743	1	1	0
780	1	1	0
775	1	1	0
721	1	1	0
696	1	1	0
833	1	1	0
984	1	1	0
674	1	1	0
684	1	1	0
787	1	1	0
957	1	1	1
691	1	1	1
778	1	1	1
723	1	1	1
763	1	1	1
764	1	1	1
692	1	1	1
744	1	1	1
704	1	1	1
704	1	1	1
705	1	1	1
682	1	1	1
651	1	1	1
847	1	1	1
943	1	1	1
758	1	1	1
