708	0	0	0
427	0	0	0
573	0	0	0
639	0	0	0
786	0	0	0
422	0	0	0
472	0	0	0
478	0	0	0
457	0	0	0
502	0	0	0
443	0	0	0
481	0	0	0
395	0	0	0
557	0	0	0
1077	0	0	0
561	0	0	0
1058	0	0	1
468	0	0	1
564	0	0	1
557	0	0	1
705	0	0	1
557	0	0	1
1269	0	0	1
687	0	0	1
639	0	0	1
519	0	0	1
502	0	0	1
360	0	0	1
361	0	0	1
521	0	0	1
557	0	0	1
473	0	0	1
523	0	1	0
515	0	1	0
519	0	1	0
540	0	1	0
507	0	1	0
551	0	1	0
679	0	1	0
684	0	1	0
403	0	1	0
394	0	1	0
460	0	1	0
504	0	1	0
578	0	1	0
596	0	1	0
482	0	1	0
610	0	1	0
1259	0	1	1
636	0	1	1
676	0	1	1
602	0	1	1
671	0	1	1
684	0	1	1
648	0	1	1
627	0	1	1
587	0	1	1
951	0	1	1
642	0	1	1
624	0	1	1
521	0	1	1
761	0	1	1
633	0	1	1
561	0	1	1
650	1	0	0
577	1	0	0
659	1	0	0
555	1	0	0
910	1	0	0
561	1	0	0
880	1	0	0
1236	1	0	0
834	1	0	0
672	1	0	0
733	1	0	0
463	1	0	0
456	1	0	0
1119	1	0	0
813	1	0	1
618	1	0	1
519	1	0	1
891	1	0	1
697	1	0	1
617	1	0	1
928	1	0	1
643	1	0	1
647	1	0	1
1657	1	0	1
753	1	0	1
1163	1	0	1
673	1	0	1
508	1	0	1
695	1	0	1
637	1	0	1
1799	1	1	0
612	1	1	0
427	1	1	0
629	1	1	0
613	1	1	0
410	1	1	0
942	1	1	0
911	1	1	0
390	1	1	0
405	1	1	0
700	1	1	0
1276	1	1	0
467	1	1	0
458	1	1	0
362	1	1	0
395	1	1	0
884	1	1	1
1194	1	1	1
818	1	1	1
952	1	1	1
635	1	1	1
588	1	1	1
600	1	1	1
1290	1	1	1
406	1	1	1
1109	1	1	1
571	1	1	1
422	1	1	1
472	1	1	1
1207	1	1	1
713	1	1	1
446	1	1	1
